Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3245.7706101254275
ACCEGCATKHNRXUHW,1928.5920580106765
NKCE6GJ5XVJDXNNZ,11735.195805608555
NKCEB8BK3ZXDHDHM,9590.43282764097
TOPEFDXSAHRNPF94,5562.331123703732
ACCE558KZHEPZYMG,9325.679827359576
ACCEAZCVAMFHDPY7,5283.208231202786
NKCDYNY37JPBGBVM,2608.1551534940527
NKCEY8KWY33FCUYD,7726.57753881698
RNGE4YPTQYRECV9J,4473.596382710405
NKCE88AHBHJZREXH,3865.4841942027983
CLTEJ5ZZGBP4JGGE,8046.9802675519895
WATE3NWH5FZWAMDA,8269.31771338243
CAGE53FSFZVFPFHQ,1696.2757014944484
PCSEAKVBFFPGCHNZ,3736.1715571998757
WATDFFH3KJYBTYGG,7216.586790202707
NKCDWHFQSCHHYZMP,2755.6147447019807
RNGEB2PG3Q5RKDW6,3441.422577759601
NKCE5UY9HHPZGGUZ,4460.662853498859
KTAEHETW3ZCMFMJR,4194.316432254631
BRAEBBYRVF9MHJHU,7815.673656621339
NKCEAX7HAQ2RJA3Q,10183.549841619677
CRTECN2RQZWBSP9W,4945.364604359584
WATDEWZ9UHSEHGZG,9387.685147309145
PTPEYW8HNV6G9YYR,2851.6732204457826
ACCEAMGZRRYVAHDC,5089.739529340184
SRTEHHXG8MUXTGPA,5978.795020249857
SKIE4S4NN4MHYM3Z,5148.832174553656
HMBE7G34YHWPWKYN,7087.733755636555
LLIEGTMFJBD7ZZZM,14310.050274630825
ACCEJGH6JVTM4CBH,844.1427037364119
ACCDQDYBXJ9HZF37,10171.217386721268
RNGE88FRGZCXNKUG,519.0478314440378
NKCE7M3QNNPZDXHQ,10294.676427731789
VLBEGFFDP9H6WG2T,3531.163051156624
TOPEAFG4YEQSH5TT,2432.41690350791
WATEYAP3K2QQQWDH,5104.4286823410985
PCSEBDFUFJWGARNX,10748.143004852562
SWTEGXQFZY95SKG7,4875.52620146402
BRAEGJFXSM9ZQ6SK,7203.426035250074
CAGE6FYKP34GA4GF,7384.085013754807
HMBEJCMH78VJF3M8,4369.4365534933695
HIFEB7J3GSTVN5XJ,10546.453823154983
PBXE6ZHNGZREWWHR,4504.228023322146
PCSEAKVBNXFGZBKB,6861.182999433935
BRAEBBMQQNZ9RZWR,5771.660524532493
ACCEGKFCXHZZH44S,740.8446682323487
SHODXQRRGKZ74U9M,4297.391661479053
DREE2Y6DVEKVVQQS,4508.434543400502
PBXE8ZHHG5Y525BT,6840.813070935113
CTTEH9FXZHGFKUA3,7895.207585021172
ACCDXFZXGQTBTM6N,3639.349183018763
NKCE9PFF3TT4KSQJ,7956.0407840882035
BRAE6NZAZK77HXZK,945.0239607698501
NKCE4TV42BHDP63U,3436.6719428733277
AIREDGGD9RJPZGYW,5617.568957757499
PCSEDAPMHR2HNHWP,8288.36469611886
PACE95FMAFXHZB5C,4490.488054806521
WATDG4KP445AV5XC,13433.511651723758
ACCE9EYRRNZYZUBG,443.06922474993564
ACCE8XZMAHNC8JVS,641.0853489952513
SHOED5DCSTQKZCGF,3776.7142400802795
NKCE64Z4NGBHNAY7,3505.21878751012
PBXE8WQTZ5GA2YYQ,831.5742478436221
MUGEGZUMGYAPVSZH,4488.83587758906
PBXE4RB3Y3GXWPFV,725.5805104493184
PCSE2ZFDJJGFNHC7,649.2851944200704
CRTECN2QT5HKHZ8F,4888.270703999087
MUGEACY8Q7ZYSTN8,1455.5922046306482
ACCEGG9VGRMQGHRD,7346.930283636395
PCSE76X48PVSDDVK,1110.3270082298698
PBXE6677X2D6UFZZ,5787.856397493778
WCKEGGGD2TXHHTJC,303.94048851659073
NKCE7MMGF4PPGNA6,3065.0419987320865
CRTECN2QYTPHK5YQ,4978.0073961656335
OIDEJFCWMMR6JQBE,5596.605380097669
WATE5HFY4MJX6CHD,5116.859275785011
DREE4FC4TAR8M5GN,1396.519449138861
HACEGPF9DZVUZBFY,7784.530107093165
PBXE4Q7YF5KUYJYW,11316.011912401444
SHIED9YEH65NSA8N,10556.972272795512
WATDHMQJ68MVBRFV,13896.970924331914
HMBEGWTFEV4TF2RH,3211.641807683027
SHIE2FH7YTVDHFGT,2980.3177827442314
CRTECN2QYRY2KWZF,4209.060463796357
TSHEDJXPN4HNT2UP,6119.9168900998875
SHOECZH5WGBZHZES,2639.7586504044443
NKCEDCT9MSAYG6H5,5445.324476957896
SOCEGGVYBTZPKXVP,4515.306350658728
PBXECARAQBCDSAZW,3111.149543268276
CAGDU85YDHP9ZJH7,2264.101803702622
TCVEHSMFEGNCAGYN,5011.729121947368
RNGEDAPFZ2GKRUER,879.6486474794947
CAGDY9Q7HSNDHGFC,3744.96726162131
NKCECKHYZVHBQU9F,483.7994339275306
NKCDQSVCRH8W73GF,6707.095437645927
WATD9H76RKGUUZHY,14480.710620055677
NKCE5HYVDQVATMKF,1999.116261971941
RNGE9GWMKVHGEYZG,4259.289464475512
SHOEAGUMMWFABHUT,3274.4509560470055
SWDEGZMPYQGNEBHG,5254.554621306309
TOPEFDXSHZPHCUAU,9158.395541060207
CAGDU85Y85GDJGUD,1120.306446752399
CAGE4BQXK3FSTRRS,3280.672148421375
CAGDZVGTV3SMMMBY,5276.481093371327
BEOEGXRVQPCKJHYC,3486.173302603957
NKCE9YFBBYBM88DR,3189.3069341756263
DREECZGZVWGQM23M,3892.2544928682864
PBXECYF3YHWYG4UN,351.9343423034581
WATEBG8FGBPUPKCV,4987.373391684828
SHIEEJG9RRDUH9XG,3355.0465326790572
CRTECN2QXAPEWXSF,2715.458739468241
BRAEE6YMSYPNCUX3,1328.3196124803558
WATE9MVXJXHZHEJU,3318.43751214542
RNGDREYRQQGZAPQM,5732.832740526898
CTPEGGFSNDQFAAVE,3457.5850477317945
NKCEF2RFAPHSHZZZ,3999.7617213596554
TOPDYAZZG5NU7ZBZ,7124.0495783391525
PBXE7QPWMSS5XGPZ,247.16629249192118
